id,z1,z2
seq200,7.363614,10.9840765
seq201,4.62344,13.133172
seq202,10.20217,7.7199163
seq203,11.293659,2.0043073
seq204,6.031425,13.484424
seq205,6.4431186,12.359231
seq206,4.0623307,14.188926
seq207,2.8374681,-0.40777266
seq208,9.697604,7.1804543
seq209,-3.8271945,4.929737
seq210,9.155175,14.877742
seq211,7.4497037,10.847711
seq212,10.513775,7.106418
seq213,5.3415146,12.895232
seq214,9.166298,14.417948
seq215,6.3076987,14.58228
seq216,7.6036854,7.4899797
seq217,11.161775,1.9804811
seq218,7.5053277,14.921103
seq219,10.326094,6.3201313
seq220,4.1280246,14.737381
seq221,6.639327,14.50691
seq222,4.9594193,15.687319
seq223,5.5450487,13.109374
seq224,5.0376043,15.170498
seq225,9.696971,7.116517
seq226,9.985398,4.5285373
seq227,10.708252,5.987031
seq228,10.381513,7.3001833
seq229,2.0191166,-1.1966987
seq230,2.6806471,-1.5434258
seq231,9.367108,6.0702167
seq232,5.196947,13.593284
seq233,6.0961614,13.406441
seq234,6.1866994,12.08709
seq235,1.8835865,-1.144261
seq236,7.1203647,12.887923
seq237,11.220758,2.0461564
seq238,6.0792665,12.871425
seq239,4.8321304,16.059576
seq240,6.8881917,13.227716
seq241,7.532676,10.977477
seq242,4.9644866,16.048214
seq243,5.55038,11.806663
seq244,4.509866,14.664941
seq245,2.0535564,-2.6494057
seq246,2.1438296,-0.6063493
seq247,4.4986134,13.616348
seq248,2.475199,-0.82908803
seq249,7.3982306,10.84733
seq250,11.374908,2.3798785
seq251,10.801216,1.8197044
seq252,9.491468,7.496112
seq253,9.988271,6.2361255
seq254,5.335949,13.091833
seq255,7.6014524,14.371144
seq256,9.565146,6.0212173
seq257,8.647875,12.827435
seq258,5.0893273,15.832324
seq259,6.672506,12.441839
seq260,7.9078684,8.169989
seq261,5.0577416,12.729213
seq262,7.6261277,12.955498
seq263,2.6354017,-1.6597459
seq264,2.1771467,-1.5225056
seq265,5.288439,11.917092
seq266,5.461912,13.894106
seq267,10.008654,6.3578296
seq268,6.085927,13.971987
seq269,5.9788456,15.707178
seq270,11.228879,2.4252198
seq271,7.0205145,12.681493
seq272,7.390149,10.854137
seq273,7.345969,10.755731
seq274,7.374341,13.27631
seq275,11.553223,2.4386902
seq276,7.8209696,12.270426
seq277,6.970023,14.606212
seq278,9.277605,7.6888413
seq279,2.1403756,-1.233198
seq280,10.764275,1.9030328
seq281,10.047173,6.4196053
seq282,4.61472,15.197926
seq283,7.1855855,14.415607
seq284,4.3051066,14.127809
seq285,4.5054383,13.655885
seq286,7.253721,10.793563
seq287,6.2693343,13.284669
seq288,6.6478696,13.2646475
seq289,2.8035967,-0.30237395
seq290,11.288377,2.551399
seq291,2.0025272,-2.2010038
seq292,11.292247,7.698826
seq293,8.624055,14.663793
seq294,9.993131,11.35019
seq295,5.536264,13.465949
seq296,2.1650999,-2.1769636
seq297,11.396076,7.1635065
seq298,9.611444,12.270753
seq299,4.645713,15.900639
seq300,4.762821,12.986235
seq301,2.3122022,-0.47491097
seq302,5.9861984,13.284161
seq303,6.6535425,13.503991
seq304,4.4432764,14.582765
seq305,11.094359,1.8453841
seq306,5.1299815,13.531692
seq307,5.2330317,12.816292
seq308,5.9421406,14.128074
seq309,9.890117,11.2028885
seq310,4.9810786,15.539304
seq311,10.490764,7.751687
seq312,9.50739,12.248617
seq313,9.056878,6.210393
seq314,7.3825526,14.699707
seq315,5.2301645,12.200047
seq316,6.1343236,13.52536
seq317,4.3860903,15.1063595
seq318,10.685043,6.0063744
seq319,12.180602,6.7995577
seq320,11.334702,2.1290786
seq321,2.5433984,-0.23766023
seq322,9.8143,12.413571
seq323,10.824447,2.042004
seq324,4.859147,12.387622
seq325,10.562996,6.0780916
seq326,4.701679,12.704012
seq327,11.162472,6.0965934
seq328,7.46708,13.059764
seq329,4.861251,12.720228
seq330,7.4457173,10.990857
seq331,10.363272,6.5855103
seq332,2.618378,-0.32592002
seq333,2.3530886,-1.0203688
seq334,3.9859905,15.426225
seq335,11.57274,6.9517846
seq336,11.714871,7.2694173
seq337,1.9739953,-0.8615986
seq338,9.723411,12.605249
seq339,1.8402815,-1.1851187
seq340,2.5577452,-0.9592144
seq341,11.333153,5.7197037
seq342,-4.108601,5.2214885
seq343,10.258488,11.792702
seq344,6.999714,14.313898
seq345,9.166774,14.557215
seq346,6.065877,11.722014
seq347,2.2911522,-1.9590036
seq348,10.231529,14.259498
seq349,9.593197,5.99748
seq350,11.137064,1.983652
seq351,6.1798377,14.643888
seq352,11.511182,6.039862
seq353,10.764383,7.3181076
seq354,7.487282,13.179383
seq355,5.1143894,12.487121
seq356,5.3549128,12.215039
seq357,5.3227305,14.249017
seq358,6.701027,14.56429
seq359,11.043415,2.200166
seq360,9.169119,15.135827
seq361,10.498105,7.3399715
seq362,1.667368,-2.3228486
seq363,11.716442,6.6535397
seq364,5.6722803,14.107997
seq365,2.2809062,-1.2461028
seq366,1.9847546,-2.2619915
seq367,5.4545617,11.879661
seq368,9.2769375,6.366693
seq369,7.745456,13.75939
seq370,2.1657152,-1.417777
seq371,6.635357,14.521685
seq372,7.8915124,12.283853
seq373,9.766954,6.1720757
seq374,2.577806,-2.2516391
seq375,4.319607,15.665431
seq376,12.239565,6.3962207
seq377,2.2172902,-1.268105
seq378,9.506889,5.9091
seq379,5.2876186,12.366258
seq380,6.8165746,13.683042
seq381,4.9745355,15.903987
seq382,5.4159517,15.418456
seq383,2.2150428,-0.8033724
seq384,9.19385,6.2088833
seq385,9.22228,12.308255
seq386,8.710847,14.543039
seq387,1.87749,-1.8267915
seq388,5.4186916,12.569712
seq389,9.550288,13.794612
seq390,10.233138,6.0531783
seq391,5.998302,14.135008
seq392,10.159663,6.6371555
seq393,10.06717,12.052654
seq394,11.730429,7.3234215
seq395,2.7885387,-1.159225
seq396,-4.054992,5.4566255
seq397,5.309741,12.981975
seq398,9.005745,6.2465835
seq399,6.925133,12.2710705
seq400,7.6011567,7.4712496
seq401,10.7869005,5.9498897
seq402,7.669719,12.351624
seq403,4.843935,15.429505
seq404,-3.4177134,5.2052445
seq405,7.042312,15.222788
seq406,5.5506577,12.794403
seq407,10.070859,6.357697
seq408,-3.965788,4.980249
seq409,9.90593,14.107207
seq410,6.0475087,12.078642
seq411,7.2895403,15.137845
seq412,6.091984,15.847186
seq413,4.373119,13.506516
seq414,3.9017327,15.026225
seq415,5.860626,13.75281
seq416,7.0299864,15.007794
seq417,9.300938,7.887373
seq418,5.276974,14.167275
seq419,5.671049,14.5245075
seq420,5.7453585,13.399539
seq421,12.476706,6.0085845
seq422,7.8870177,11.710579
seq423,6.273767,11.778519
seq424,10.406896,5.9271197
seq425,11.215987,7.6651793
seq426,5.1782594,13.053896
seq427,10.492683,7.2599125
seq428,10.827942,6.4037576
seq429,11.117697,1.9886731
seq430,4.784409,13.750213
seq431,10.967745,7.6854253
seq432,12.487827,6.019875
seq433,12.191604,6.4303055
seq434,2.5629363,-0.2706982
seq435,4.834609,14.112142
seq436,7.4603844,10.901358
seq437,9.893434,5.7720904
seq438,5.3425875,13.334631
seq439,5.8185573,12.637852
seq440,12.39453,6.003553
seq441,6.190994,12.063479
seq442,4.87801,14.809832
seq443,2.929792,-0.43852672
seq444,10.306309,14.286377
seq445,2.557729,-0.45944166
seq446,5.4738636,15.707685
seq447,2.245787,-0.6716911
seq448,5.1410923,12.835698
seq449,11.383826,2.1471362
seq450,4.452123,15.37186
seq451,9.2176,14.309108
seq452,-3.624091,5.0316606
seq453,11.287079,7.656141
seq454,9.032776,14.303954
seq455,-3.578969,5.3722873
seq456,10.599269,7.626744
seq457,1.8291196,-2.3528492
seq458,1.9584157,-1.7338679
seq459,4.6764464,15.014302
seq460,9.769087,11.22865
seq461,7.2386217,14.877069
seq462,9.154325,13.831963
seq463,7.158148,10.868981
seq464,4.520088,14.94344
seq465,8.219477,14.540336
seq466,8.969486,14.753865
seq467,5.0242567,12.330989
seq468,2.4086626,-2.3269587
seq469,11.235002,6.03348
seq470,10.973303,7.8343773
seq471,9.343573,14.569142
seq472,2.120494,-1.1035696
seq473,5.5697536,14.9439335
seq474,8.013044,12.372969
seq475,11.933725,6.0487685
seq476,2.388396,-0.8769813
seq477,9.960526,4.1933556
seq478,2.8741462,-1.9545258
seq479,2.5429893,-1.0478084
seq480,11.582881,2.4324288
seq481,-3.918994,5.414877
seq482,6.6006093,13.792717
seq483,3.0537481,-1.6117661
seq484,7.119133,14.440707
seq485,9.21008,6.433134
seq486,9.917829,7.2244606
seq487,7.0070796,15.146401
seq488,7.1593986,13.0546255
seq489,6.363075,13.993234
seq490,2.8128169,-1.116241
seq491,2.5116053,-1.1401806
seq492,2.5228438,-0.7517527
seq493,6.7616935,12.16906
seq494,2.4952688,-1.8450309
seq495,7.6344914,7.5186615
seq496,7.385394,15.500651
seq497,4.372622,15.837351
seq498,11.027195,7.4358487
seq499,7.1120315,12.722504
seq500,2.0006366,-0.97072923
seq501,9.63186,7.078138
seq502,10.37101,7.1662755
seq503,6.2583833,13.651122
seq504,7.4772553,15.008146
seq505,9.604582,7.5764327
seq506,5.235989,12.319087
seq507,7.5409546,11.510281
seq508,7.7184877,12.988328
seq509,5.6690235,14.819793
seq510,4.804319,15.24766
seq511,2.2391715,-2.3135781
seq512,2.2997715,-1.7506725
seq513,7.181941,13.228141
seq514,10.892501,13.439714
seq515,4.7929916,15.359401
seq516,9.170096,15.075274
seq517,6.240073,11.792655
seq518,10.978972,1.8745799
seq519,7.6469827,7.494748
seq520,7.0444593,12.45761
seq521,9.779653,7.2912407
seq522,4.271644,14.683294
seq523,6.2119327,12.407109
seq524,5.6069613,12.503972
seq525,11.657539,6.309048
seq526,5.183143,12.787939
seq527,9.359673,7.3092046
seq528,7.3832884,7.2897387
seq529,9.749466,8.029541
seq530,9.125774,15.10499
seq531,10.699118,1.7926632
seq532,4.7028313,12.862585
seq533,5.0427885,13.012788
seq534,11.244507,6.581827
seq535,10.750045,7.7674522
seq536,1.8437496,-1.6300303
seq537,11.9199095,6.583705
seq538,7.906108,14.182391
seq539,1.7314724,-1.7007877
seq540,5.533479,15.343657
seq541,1.6702116,-2.1844559
seq542,8.881909,6.948971
seq543,7.784386,15.427122
seq544,7.7233753,11.644435
seq545,9.689425,7.1683683
seq546,4.9582725,16.163189
seq547,10.760515,7.626126
seq548,11.607393,2.3864572
seq549,6.5547957,12.047399
seq550,7.790115,12.247204
seq551,5.1235795,15.144975
seq552,4.5684886,15.006868
seq553,7.3477345,14.948032
seq554,9.181078,7.9217916
seq555,2.7127857,-1.0198549
seq556,10.291494,11.750621
seq557,6.312967,15.559509
seq558,9.1532345,14.791967
seq559,2.6889136,-1.5599993
seq560,6.2984676,13.358725
seq561,7.7433662,11.678913
seq562,2.0924044,-1.8940959
seq563,2.1681032,-0.847469
seq564,11.038364,7.379767
seq565,6.995004,15.710388
seq566,-3.6299183,5.426121
seq567,6.9450364,15.491909
seq568,1.8448477,-1.7325584
seq569,2.9317493,-0.9310464
seq570,2.0423207,-1.2184857
seq571,10.952888,2.1988392
seq572,9.804869,6.1251507
seq573,6.030119,13.409432
seq574,5.878332,13.281196
seq575,11.032831,7.566805
seq576,6.738661,13.390458
seq577,4.9562626,13.827617
seq578,10.581083,5.9946337
seq579,9.165045,7.337339
seq580,11.297739,5.7896185
seq581,7.461757,10.850654
seq582,4.715737,12.965184
seq583,4.994226,16.202991
seq584,6.4177155,11.9646435
seq585,2.2419784,-0.9440479
seq586,10.643332,7.6744285
seq587,2.8195283,-2.027607
seq588,4.5970254,15.243031
seq589,9.748715,6.8125415
seq590,10.859656,6.2788167
seq591,5.92248,11.977125
seq592,4.448554,15.010752
seq593,5.361585,13.4750395
seq594,9.181686,6.115301
seq595,5.0963497,13.151884
seq596,5.07733,14.109807
seq597,2.1362622,-0.7160151
seq598,6.5727525,12.262832
seq599,9.358105,7.3998194
seq600,2.3305404,-2.3065321
seq601,6.6740646,12.086688
seq602,2.78011,-0.44677088
seq603,10.694228,5.9521494
seq604,4.0587215,14.045618
seq605,6.474958,14.6288595
seq606,2.1362517,-2.0912328
seq607,10.715354,7.27941
seq608,8.880715,12.040024
seq609,2.4021678,-1.934544
seq610,5.6457925,15.392414
seq611,-3.595721,5.2540507
seq612,11.486501,7.4549155
seq613,4.353023,15.622108
seq614,2.461965,-1.2899587
seq615,5.0530553,12.461152
seq616,11.937599,6.4674487
seq617,10.985846,5.8669305
seq618,7.7756815,14.415039
seq619,10.196253,11.924593
seq620,11.335699,2.6579978
seq621,11.741984,6.6442375
seq622,4.940982,13.76278
seq623,-3.404235,5.4669194
seq624,-4.0961304,5.327799
seq625,10.965896,6.338149
seq626,7.385982,12.602896
seq627,11.90866,6.0698667
seq628,10.796644,6.3681927
seq629,-3.707303,5.35196
seq630,9.076409,6.60795
seq631,10.123281,6.4568768
seq632,2.4482398,-1.2642521
seq633,8.84269,13.968083
seq634,11.268298,2.2137578
seq635,7.6785707,12.807069
seq636,5.857941,12.103416
seq637,4.4199066,15.541853
seq638,-3.9647489,5.5110407
seq639,6.242202,14.483902
seq640,10.638427,6.2289343
seq641,6.281057,13.349492
seq642,11.300985,7.575832
seq643,6.420409,12.012301
seq644,6.708037,13.043097
seq645,7.545663,7.4433928
seq646,5.127856,12.270445
seq647,5.795417,12.819521
seq648,10.331636,7.0191855
seq649,7.577554,7.45831
seq650,4.9265237,14.797975
seq651,9.597865,7.2250977
seq652,7.2608647,14.540078
seq653,10.58096,1.9520223
seq654,2.1084285,-1.0386329
seq655,11.112559,2.0740118
seq656,9.839468,12.419176
seq657,2.4825184,-1.2349352
seq658,4.225276,15.364528
seq659,12.464102,6.0436134
seq660,5.0662723,13.420862
seq661,4.9659743,16.067026
seq662,11.319386,2.5568461
seq663,-3.3427596,5.497912
seq664,5.3747144,13.532829
seq665,11.386489,7.3574777
seq666,5.896234,14.618426
seq667,10.211441,4.3210406
seq668,9.267577,7.283279
seq669,11.6278515,7.3078427
seq670,11.976883,6.054305
seq671,2.7155101,-2.0965765
seq672,11.138842,7.533923
seq673,5.755671,12.061791
seq674,2.1484725,-1.299755
seq675,8.863739,7.3380556
seq676,6.3584814,11.952651
seq677,6.499238,15.545435
seq678,7.119322,11.402234
seq679,-3.7034314,5.475298
seq680,11.091345,5.9383698
seq681,-3.6105042,5.3153334
seq682,5.6153836,12.946071
seq683,7.6147785,13.552469
seq684,6.3577123,12.068473
seq685,2.406521,-1.5704205
seq686,8.979817,7.210818
seq687,2.6957436,-1.1078923
seq688,9.471762,6.197836
seq689,8.127883,14.872982
seq690,8.139734,12.400166
seq691,9.345676,6.2043257
seq692,5.772093,13.990038
seq693,11.488794,6.7421527
seq694,6.867256,12.6692915
seq695,10.843984,5.3229823
seq696,7.0149508,14.825762
seq697,4.446923,14.123449
seq698,7.422876,13.378215
seq699,5.086685,16.171387
seq700,2.8835537,-0.41606423
seq701,8.462472,15.075164
seq702,4.2769775,14.39694
seq703,7.5526295,7.4516945
seq704,9.734754,5.943064
seq705,10.156109,4.0557647
seq706,4.4697356,15.250996
seq707,6.806432,12.598462
seq708,10.1762085,6.0312567
seq709,10.466524,7.5722485
seq710,6.141519,13.714109
seq711,-3.8548152,5.0314975
seq712,11.285139,6.0021863
seq713,7.4527097,10.970799
seq714,9.771363,7.5574465
seq715,2.8844385,-0.5824093
seq716,10.028271,6.849813
seq717,11.331956,2.5046413
seq718,4.582696,15.507123
seq719,7.5259027,13.192155
seq720,9.207784,6.51937
seq721,10.225864,7.586643
seq722,9.4188175,12.1543865
seq723,7.749613,13.210144
seq724,5.017032,15.025351
seq725,9.263821,13.540164
seq726,9.199091,14.97053
seq727,5.1749578,12.817959
seq728,-3.953353,5.012284
seq729,7.5279107,14.042552
seq730,5.0012126,15.958403
seq731,-3.9962525,5.3795047
seq732,-3.53891,5.4767365
seq733,6.491147,13.753482
seq734,11.012511,6.195173
seq735,7.990237,7.484525
seq736,8.930451,14.887081
seq737,11.487465,5.880767
seq738,10.294404,5.79013
seq739,8.202118,12.4669695
seq740,9.003902,14.237388
seq741,9.942927,5.865082
seq742,11.608327,2.4618049
seq743,6.632675,12.129226
seq744,11.677551,7.104959
seq745,7.5959697,12.301675
seq746,-3.6665568,4.9216123
seq747,5.3556814,13.421075
seq748,7.3230343,10.841885
seq749,9.164932,7.8865213
seq750,6.1386323,12.903637
seq751,10.817559,5.80163
seq752,6.9522166,12.894701
seq753,4.6204133,15.760875
seq754,2.0466838,-2.5440643
seq755,12.047892,6.112626
seq756,4.3611283,15.719777
seq757,7.958591,13.350226
seq758,2.0567267,-2.1693683
seq759,2.5620546,-2.038033
seq760,5.0097113,13.189088
seq761,7.016104,12.363776
seq762,11.524534,6.79382
seq763,4.734523,15.921485
seq764,4.3009233,15.528686
seq765,2.6725016,-0.36461684
seq766,6.3739796,13.416102
seq767,7.5786486,12.760856
seq768,2.3127923,-1.1961955
seq769,1.7174187,-1.9035493
seq770,7.1526647,15.210345
seq771,10.186027,11.918256
seq772,-3.7477686,5.0769506
seq773,6.4046755,13.401504
seq774,4.9003606,13.1440525
seq775,2.4876654,-1.6041443
seq776,6.0385146,14.617269
seq777,10.372495,7.2000027
seq778,8.254751,12.353462
seq779,10.575461,7.2019897
seq780,9.492035,7.406775
seq781,9.804115,13.887758
seq782,12.019172,6.2239957
seq783,12.156152,6.0823116
seq784,2.6363952,-1.4605786
seq785,11.137769,7.943686
seq786,5.8616505,15.709682
seq787,5.997859,12.401052
seq788,5.7961373,11.6546545
seq789,10.118911,6.456734
seq790,7.7451196,13.102248
seq791,11.474865,2.3375258
seq792,11.685504,5.8803525
seq793,10.70262,1.8240117
seq794,7.326439,12.904056
seq795,2.5795472,-0.49812168
seq796,4.292365,14.659181
seq797,9.901514,6.3731065
seq798,6.954363,12.57686
seq799,11.026436,5.8313365
seq800,11.478007,2.4121873
seq801,7.025356,15.367414
seq802,2.1904826,-1.7127396
seq803,6.0889454,11.902546
seq804,5.7856984,14.397682
seq805,2.1116712,-1.4047891
seq806,6.665156,12.083823
seq807,10.038966,5.9272366
seq808,2.999203,-1.18761
seq809,2.7650461,-0.8938809
seq810,11.591406,5.75836
seq811,12.178031,6.0034513
seq812,7.51082,7.4176483
seq813,10.199932,7.24666
seq814,5.73224,14.854481
seq815,4.851203,14.351592
seq816,4.4363112,15.729558
seq817,6.2800612,14.060142
seq818,5.819472,14.881109
seq819,4.668817,15.469891
seq820,11.559328,7.552945
seq821,6.68802,13.670937
seq822,-3.456801,5.4804435
seq823,5.2663264,12.191031
seq824,8.979457,6.3571587
seq825,4.467379,13.70966
seq826,9.354977,14.4885645
seq827,4.271333,15.256506
seq828,7.497579,11.050311
seq829,2.4637713,-1.793637
seq830,2.1534371,-2.0798507
seq831,4.923,13.591067
seq832,8.862962,14.116662
seq833,6.4429317,13.682144
seq834,11.328593,2.205845
seq835,9.9628315,14.09598
seq836,2.7149935,-0.20488238
seq837,9.968255,6.3199277
seq838,4.584091,13.974156
seq839,7.0388055,14.724054
seq840,10.189456,5.6794615
seq841,11.246052,2.3010645
seq842,7.1728344,12.247624
seq843,5.6522675,12.016279
seq844,2.055216,-2.3567047
seq845,4.7979,12.605749
seq846,4.7447762,15.4422455
seq847,7.333251,13.147037
seq848,6.6331215,14.863782
seq849,9.789105,8.035988
seq850,7.5790005,7.451677
seq851,8.902884,12.220391
seq852,7.4135666,14.933578
seq853,4.752993,14.97537
seq854,7.3965893,10.970481
seq855,2.441651,-0.50501907
seq856,11.242805,2.0316515
seq857,1.9793673,-0.8540555
seq858,5.2007236,13.419117
seq859,9.773806,8.056093
seq860,9.833472,6.2381997
seq861,5.3260117,12.4915905
seq862,9.823309,4.516665
seq863,9.938109,11.300744
seq864,10.204404,4.3407993
seq865,7.198023,13.548486
seq866,2.4809594,-2.195555
seq867,2.5515068,-1.9238297
seq868,4.5240426,15.88176
seq869,10.584424,7.68928
seq870,6.616249,14.024502
seq871,11.851094,7.052168
seq872,2.5679855,-0.379893
seq873,1.9755479,-1.8187703
seq874,10.702797,6.591878
seq875,1.8524872,-1.6666104
seq876,10.360375,6.8134646
seq877,6.871697,12.5207405
seq878,4.6989527,12.887353
seq879,5.718833,11.837312
seq880,7.167783,11.146361
seq881,5.3843684,12.5175
seq882,7.3753586,12.690587
seq883,6.585855,11.991218
seq884,5.4645767,15.977817
seq885,5.5623403,11.4732275
seq886,10.903756,7.2608247
seq887,-3.7202175,5.484281
seq888,11.067653,1.939503
seq889,9.445628,7.4678655
seq890,4.7770486,12.769561
seq891,5.7273154,15.405674
seq892,2.6365676,-0.4124428
seq893,6.857068,14.488631
seq894,9.169607,14.487477
seq895,1.8008072,-2.6813152
seq896,2.026959,-0.87450224
seq897,7.7503924,7.486651
seq898,12.087715,6.0410056
seq899,7.0972595,12.150066
seq900,6.5401845,13.565539
seq901,2.1998162,-1.0669266
seq902,-3.98681,5.4320283
seq903,10.345493,7.2960978
seq904,4.853047,15.757768
seq905,5.9843144,13.090267
seq906,7.0239,12.262943
seq907,9.580046,7.478194
seq908,6.1977777,12.127132
seq909,4.3093796,14.903909
seq910,4.444482,13.742396
seq911,6.79619,13.050741
seq912,10.568485,6.6218143
seq913,4.9902697,12.517385
seq914,2.176536,-1.5538777
seq915,-4.03239,5.1869035
seq916,2.1750922,-1.2476348
seq917,6.9307904,14.03226
seq918,10.6870365,1.7918222
seq919,7.9295115,13.279484
seq920,5.3059826,12.310671
seq921,7.977268,13.497621
seq922,9.103634,14.309419
seq923,10.784248,6.0175886
seq924,2.5803013,-1.1419867
seq925,10.124772,6.8603745
seq926,5.1646404,11.853719
seq927,7.606433,7.492719
seq928,2.746309,-0.30673254
seq929,5.351612,15.733841
seq930,6.5826535,12.210705
seq931,6.9117856,15.591227
seq932,2.525149,-1.77509
seq933,5.754039,14.393375
seq934,11.366017,2.2779381
